source,regime,target_n_edges,prefix_edges,observed_edges,unique_pairs,unique_sources,unique_destinations,duplication_rate,nnz_growth_rate,source_entropy_bits,destination_entropy_bits,edge_entropy_bits,edge_gini,top_edge_share,top_source_share,top_destination_share,recommended_exact_method,streaming_heavy_hitter_advice,reason,rho_unique_pair_ratio,top_k,topk_weight_share,topk_gap_share,required_candidate_capacity_c_min,required_cms_epsilon_lt,required_cms_width_min,current_sketch_width,current_sketch_depth,current_candidate_capacity,current_sketch_bytes,combined_safety_margin,sketch_safety_decision,sketch_safety_reason
data/real/official_prefix_edges.csv,official_prefix_edges,5000000,50000,50000,50000,50000,49999,0.0,1.0,15.609640474436814,15.609600474436816,15.609640474436814,0.0,2e-05,2e-05,4e-05,sparse_direct,not_recommended_for_topk_without_large_candidates,early prefix is diffuse: nnz grows nearly with the stream and candidate discovery is likely limiting,1.0,20,0.0004,0.0,49999,0.0,inf,8192,5,512,327680,-0.00456227850210898,not_certified,top-k ranking gap is zero in the prefix
